"","om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
"48344","151",2006,3,13,"3/13/06","17:15:00",3,"AL",1,10,0,0,0,0.02,0,33.57,-88,33.58,-87.97,2.6,75,1,1,1,75,0,0,0,0
"48345","152",2006,3,13,"3/13/06","17:39:00",3,"AL",1,11,1,0,0,0.03,0,33.93,-87.17,33.95,-87.15,1.3,25,1,1,1,127,0,0,0,0
"48346","153",2006,3,13,"3/13/06","17:43:00",3,"AL",1,12,0,0,0,0.003,0,33.52,-87.73,33.45,-87.7,3.4,30,1,1,1,125,57,0,0,0
"48347","154",2006,3,13,"3/13/06","17:54:00",3,"AL",1,13,0,0,0,0,0,33.57,-87.62,33.57,-87.62,0.1,20,1,1,1,125,0,0,0,0
"48348","155",2006,3,13,"3/13/06","17:56:00",3,"AL",1,14,0,0,0,0,0,33.92,-86.95,33.92,-86.95,0.1,20,1,1,1,43,0,0,0,0
"48349","156",2006,3,13,"3/13/06","18:15:00",3,"AL",1,15,0,0,0,0.01,0,33.95,-86.85,33.95,-86.85,0.1,25,1,1,1,9,0,0,0,0
"48350","157",2006,3,13,"3/13/06","18:45:00",3,"AL",1,16,0,0,0,0,0,33.97,-86.82,33.97,-86.82,0.1,50,1,1,1,43,0,0,0,0
"48351","158",2006,3,13,"3/13/06","18:47:00",3,"AL",1,17,0,0,0,0,0,33.97,-86.82,33.97,-86.82,0.1,20,1,1,1,43,0,0,0,0
"48352","159",2006,3,13,"3/13/06","18:50:00",3,"AL",1,18,0,0,0,0,0,34.02,-86.8,34,-86.8,0.1,20,1,1,1,43,0,0,0,0
"48353","160",2006,3,19,"3/19/06","16:26:00",3,"AZ",4,1,0,0,0,0,0,35.28,-110.97,35.28,-110.97,0.1,10,1,1,1,5,0,0,0,0
