"","om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
"61109","2017-00018",2017,1,2,"1/2/17","14:00:00",3,"MS",28,0,1,0,0,0,0,31.1158,-90.2267,31.1206,-90.2134,0.85,100,1,1,1,147,0,0,0,0
"61110","2017-00019",2017,1,2,"1/2/17","14:02:00",3,"MS",28,0,1,0,0,2e+05,0,31.8836,-89.9774,31.9518,-89.8382,9.43,400,1,1,1,127,0,0,0,0
"61111","2017-00020",2017,1,2,"1/2/17","14:21:00",3,"MS",28,0,2,0,0,1e+05,0,31.7314,-89.6559,31.7535,-89.5894,4.2,300,1,1,1,31,0,0,0,0
"61112","2017-00021",2017,1,2,"1/2/17","14:43:00",3,"MS",28,0,1,0,0,110000,0,31.859,-89.3335,31.867,-89.2687,3.85,275,1,1,1,129,61,0,0,0
"61113","2017-00022",2017,1,2,"1/2/17","14:44:00",3,"LA",22,0,0,0,0,0,0,30.5895,-89.9019,30.5895,-89.9019,0.01,5,1,1,1,103,0,0,0,0
"61114","2017-00023",2017,1,2,"1/2/17","14:52:00",3,"MS",28,0,1,0,0,80000,0,31.119,-89.4591,31.1266,-89.3182,8.36,225,1,1,1,73,35,0,0,0
"61115","2017-00024",2017,1,2,"1/2/17","15:28:00",3,"MS",28,0,0,0,0,20000,0,32.26,-88.81,32.28,-88.8,1.5,75,1,1,1,75,0,0,0,0
"61116","2017-00025",2017,1,2,"1/2/17","16:24:00",3,"AL",1,0,1,0,0,0,0,32.0308,-85.8742,32.0669,-85.8351,3.4,485,1,1,1,11,0,0,0,0
"61117","2017-00026",2017,1,2,"1/2/17","16:58:00",3,"GA",13,0,1,0,0,60000,0,31.9536,-84.6755,31.9612,-84.6709,0.59,200,1,1,1,259,0,0,0,0
"61118","2017-00027",2017,1,2,"1/2/17","19:35:00",3,"AL",1,0,2,0,0,550000,0,31.1104,-85.5078,31.1449,-85.3863,7.82,500,1,1,1,61,69,0,0,0
"61119","2017-00028",2017,1,2,"1/2/17","19:46:00",3,"AL",1,0,1,0,0,1e+05,0,31.1818,-85.37,31.184,-85.3274,2.52,200,1,1,1,69,0,0,0,0
"61120","2017-00029",2017,1,2,"1/2/17","20:12:00",3,"GA",13,0,2,0,0,5e+05,0,31.2767,-85.0086,31.3053,-84.9432,4.34,400,1,1,1,99,0,0,0,0
"61121","2017-00030",2017,1,2,"1/2/17","20:14:00",3,"GA",13,0,1,0,0,250000,50000,30.9973,-84.945,31.0257,-84.8915,3.73,600,1,1,1,253,0,0,0,0
"61122","2017-00031",2017,1,2,"1/2/17","20:18:00",3,"GA",13,0,2,0,0,5e+05,0,31.2567,-84.9037,31.328,-84.7396,10.87,1000,1,1,1,99,0,0,0,0
"61123","2017-00032",2017,1,2,"1/2/17","20:34:00",3,"GA",13,0,2,0,0,1e+05,0,31.369,-84.7196,31.4099,-84.6618,4.43,500,1,1,1,99,0,0,0,0
"61124","2017-00033",2017,1,2,"1/2/17","20:41:00",3,"GA",13,0,1,0,0,50000,0,31.1844,-84.5714,31.2745,-84.4412,9.91,1000,1,1,1,201,7,0,0,0
"61125","2017-00034",2017,1,2,"1/2/17","20:52:00",3,"GA",13,0,0,0,0,250000,0,31.4846,-84.5174,31.4928,-84.5117,0.66,400,1,1,1,37,0,0,0,0
"61126","2017-00035",2017,1,2,"1/2/17","21:08:00",3,"GA",13,0,1,0,0,1e+05,7500000,31.4107,-84.164,31.4337,-84.1023,3.97,200,1,1,1,205,0,0,0,0
"61127","2017-00036",2017,1,2,"1/2/17","21:32:00",3,"GA",13,0,1,0,0,5e+05,0,31.6417,-84.0093,31.6783,-83.8633,8.95,600,1,1,1,95,321,0,0,0
"61128","2017-00037",2017,1,7,"1/7/17","0:30:00",3,"FL",12,0,0,0,0,0,0,30.2745,-83.0506,30.2753,-83.0467,0.24,50,1,1,1,121,0,0,0,0
"61129","2017-00038",2017,1,9,"1/9/17","16:00:00",3,"CA",6,0,0,0,0,0,0,38.8491,-121.3272,38.8502,-121.3241,0.18,20,1,1,1,61,0,0,0,0
"61130","2017-00039",2017,1,11,"1/11/17","2:01:00",3,"CA",6,0,0,0,0,25000,0,38.6267,-121.4805,38.6286,-121.4731,0.42,130,1,1,1,67,0,0,0,0
"61131","2017-00040",2017,1,13,"1/13/17","9:33:00",3,"TX",48,0,0,0,0,0,0,30.722,-97.582,30.739,-97.579,1.19,25,1,1,1,491,0,0,0,0
"61132","2017-00041",2017,1,15,"1/15/17","15:48:00",3,"TX",48,0,0,0,0,0,0,30.9217,-96.114,30.9365,-96.0978,1.25,20,1,1,1,313,0,0,0,0
"61133","2017-00042",2017,1,15,"1/15/17","17:45:00",3,"TX",48,0,2,0,0,5e+05,0,31.49,-97.67,31.66,-97.58,12.92,200,1,1,1,99,35,0,0,0
"61134","2017-00043",2017,1,15,"1/15/17","18:17:00",3,"TX",48,0,1,0,0,90000,0,31.77,-97.58,31.79,-97.58,1.38,120,1,1,1,35,0,0,0,0
"61135","2017-00044",2017,1,15,"1/15/17","18:35:00",3,"TX",48,0,1,2,0,3e+05,0,31.9115,-97.4266,31.9921,-97.3694,6.5,200,1,1,1,35,217,0,0,0
"61136","2017-00045",2017,1,15,"1/15/17","19:00:00",3,"TX",48,0,2,0,0,0,0,31.0817,-99.2111,31.1097,-99.2033,1.99,450,1,1,1,307,0,0,0,0
"61137","2017-00046",2017,1,15,"1/15/17","20:11:00",3,"TX",48,0,0,0,0,150000,0,32.52,-97.12,32.56,-97.1,3.07,40,1,1,1,251,439,0,0,0
"61138","2017-00047",2017,1,15,"1/15/17","20:43:00",3,"TX",48,0,0,0,0,120000,0,32.69,-97.034,32.6922,-97.0295,0.31,80,1,1,1,113,0,0,0,0
"61139","2017-00048",2017,1,16,"1/16/17","2:43:00",3,"TX",48,0,0,0,0,3e+05,0,31.69,-96.55,31.72,-96.51,3.13,250,1,1,1,293,0,0,0,0
"61140","2017-00049",2017,1,16,"1/16/17","7:31:00",3,"TX",48,0,0,0,0,0,0,29.9302,-95.5648,29.9312,-95.5646,0.1,20,1,1,1,201,0,0,0,0
"61141","2017-00050",2017,1,16,"1/16/17","8:35:00",3,"TX",48,0,0,0,0,0,0,30.085,-95.4498,30.086,-95.44,0.1,20,1,1,1,201,0,0,0,0
"61142","2017-00051",2017,1,16,"1/16/17","8:40:00",3,"TX",48,0,0,0,0,0,0,30.1276,-95.4339,30.1308,-95.4333,0.2,20,1,1,1,339,0,0,0,0
"61143","2017-00052",2017,1,18,"1/18/17","13:40:00",3,"TX",48,0,1,0,0,50000,0,30.9883,-93.6172,30.9882,-93.607,0.6,25,1,1,1,351,0,0,0,0
"61144","2017-00053",2017,1,19,"1/19/17","7:53:00",3,"MS",28,0,2,1,0,2300000,0,31.8672,-89.669,32.1127,-89.5132,19.26,500,1,1,1,127,129,0,0,0
"61145","2017-00054",2017,1,19,"1/19/17","17:58:00",3,"AL",1,0,1,0,0,0,0,33.4785,-86.3045,33.4877,-86.3025,0.7,175,1,1,1,115,0,0,0,0
"61146","2017-00055",2017,1,21,"1/21/17","3:35:00",3,"MS",28,0,3,57,4,9460000,749500,31.1855,-89.4799,31.4193,-89.0342,31.06,900,1,1,1,73,35,111,0,0
"61147","2017-00056",2017,1,21,"1/21/17","5:14:00",3,"AL",1,0,2,4,0,750000,0,31.8476,-88.2905,32.0237,-88.0173,20.42,800,1,1,1,23,91,0,0,0
"61148","2017-00057",2017,1,21,"1/21/17","5:55:00",3,"AL",1,0,1,0,0,0,0,32.0988,-87.7823,32.157,-87.7634,4.17,900,1,1,1,91,0,0,0,0
"61149","2017-00058",2017,1,21,"1/21/17","7:49:00",3,"GA",13,0,1,0,0,50000,0,32.9792,-85.0487,33.0185,-84.9678,5.42,200,1,1,1,285,0,0,0,0
"61150","2017-00059",2017,1,21,"1/21/17","7:55:00",3,"AL",1,0,1,0,0,0,0,32.4692,-86.1733,32.4785,-86.1697,0.68,200,1,1,1,51,0,0,0,0
"61151","2017-00060",2017,1,21,"1/21/17","7:55:00",3,"AL",1,0,1,0,0,0,0,32.5299,-86.2179,32.5504,-86.2081,1.53,450,1,1,1,51,0,0,0,0
"61152","2017-00061",2017,1,21,"1/21/17","7:57:00",3,"AL",1,0,0,0,0,0,0,32.4359,-86.1064,32.4388,-86.1052,0.21,90,1,1,1,51,0,0,0,0
"61153","2017-00062",2017,1,21,"1/21/17","8:48:00",3,"AL",1,0,1,0,0,0,0,32.474,-85.4557,32.509,-85.4303,2.84,100,1,1,1,87,81,0,0,0
"61154","2017-00063",2017,1,21,"1/21/17","8:49:00",3,"AL",1,0,0,0,0,0,0,32.5267,-85.4825,32.55,-85.4523,2.38,150,1,1,1,81,0,0,0,0
"61155","2017-00064",2017,1,21,"1/21/17","8:55:00",3,"AL",1,0,1,0,0,0,0,31.787,-86.1345,31.7882,-85.4987,37.34,400,1,1,1,109,5,0,0,0
"61156","2017-00065",2017,1,21,"1/21/17","8:56:00",3,"AL",1,0,0,0,0,0,0,32.5626,-85.3572,32.5777,-85.3529,1.07,150,1,1,1,81,0,0,0,0
"61157","2017-00066",2017,1,21,"1/21/17","9:00:00",3,"AL",1,0,0,0,0,0,0,32.6138,-85.3677,32.624,-85.3603,0.83,150,1,1,1,81,0,0,0,0
"61158","2017-00067",2017,1,21,"1/21/17","9:08:00",3,"AL",1,0,0,0,0,0,0,32.4811,-85.2189,32.4828,-85.2183,0.12,50,1,1,1,81,0,0,0,0
"61159","2017-00068",2017,1,21,"1/21/17","9:19:00",3,"AL",1,0,1,0,0,0,0,32.5294,-85.1094,32.5377,-85.0971,0.92,300,1,1,1,81,0,0,0,0
"61160","2017-00069",2017,1,21,"1/21/17","9:33:00",3,"GA",13,0,1,0,0,75000,0,32.6182,-84.9462,32.6876,-84.7791,10.84,400,1,1,1,145,0,0,0,0
"61161","2017-00070",2017,1,21,"1/21/17","10:06:00",3,"GA",13,0,0,0,0,10000,0,32.7684,-84.6379,32.7753,-84.6058,1.92,100,1,1,1,263,0,0,0,0
"61162","2017-00071",2017,1,21,"1/21/17","10:14:00",3,"GA",13,0,1,0,0,65000,0,32.8097,-84.5331,32.8735,-84.394,9.52,300,1,1,1,263,293,0,0,0
"61163","2017-00072",2017,1,21,"1/21/17","10:18:00",3,"GA",13,0,1,0,0,1e+05,0,32.5937,-84.3997,32.6883,-84.2217,12.25,400,1,1,1,269,0,0,0,0
"61164","2017-00073",2017,1,21,"1/21/17","10:22:00",3,"GA",13,0,2,0,0,3e+05,0,32.8318,-84.4239,32.9109,-84.3983,5.68,300,1,1,1,263,293,0,0,0
"61165","2017-00074",2017,1,21,"1/21/17","10:25:00",3,"GA",13,0,1,0,0,75000,0,32.8477,-84.4077,32.8946,-84.3364,5.26,200,1,1,1,293,0,0,0,0
"61166","2017-00075",2017,1,21,"1/21/17","10:32:00",3,"GA",13,0,0,0,0,20000,0,32.9182,-84.36,32.9237,-84.3718,0.78,100,1,1,1,293,0,0,0,0
"61167","2017-00076",2017,1,21,"1/21/17","10:39:00",3,"GA",13,0,1,0,0,20000,0,32.9499,-84.3131,32.9769,-84.3105,1.87,175,1,1,1,293,0,0,0,0
"61168","2017-00077",2017,1,21,"1/21/17","10:59:00",3,"GA",13,0,1,0,0,30000,0,32.4111,-84.009,32.452,-83.864,8.92,100,1,1,1,193,0,0,0,0
"61169","2017-00078",2017,1,21,"1/21/17","11:08:00",3,"GA",13,0,0,0,0,15000,0,32.9113,-83.8972,33.0158,-83.8092,8.84,250,1,1,1,207,0,0,0,0
"61170","2017-00079",2017,1,21,"1/21/17","11:11:00",3,"GA",13,0,2,0,0,295000,0,32.5114,-83.7901,32.5942,-83.5945,12.85,350,1,1,1,225,153,225,153,0
"61171","2017-00080",2017,1,21,"1/21/17","11:46:00",3,"GA",13,0,0,0,0,50000,0,32.535,-83.385,32.575,-83.33,4.23,100,1,1,1,289,0,0,0,0
"61172","2017-00081",2017,1,21,"1/21/17","11:50:00",3,"GA",13,0,1,0,0,30000,0,32.444,-83.313,32.469,-83.245,4.32,100,1,1,1,23,0,0,0,0
"61173","2017-00082",2017,1,21,"1/21/17","11:54:00",3,"GA",13,0,1,0,0,10000,0,32.797,-83.17,32.827,-83.076,5.84,100,1,1,1,319,0,0,0,0
"61174","2017-00083",2017,1,21,"1/21/17","12:10:00",3,"GA",13,0,0,0,0,25000,0,33.1792,-83.343,33.1839,-83.335,0.57,50,1,1,1,237,0,0,0,0
"61175","2017-00084",2017,1,21,"1/21/17","12:20:00",3,"GA",13,0,0,0,0,12000,0,32.671,-82.915,32.686,-82.882,2.18,85,1,1,1,175,0,0,0,0
"61176","2017-00085",2017,1,21,"1/21/17","12:28:00",3,"GA",13,0,1,0,0,10000,0,33.0525,-83.0967,33.0555,-83.0884,0.53,70,1,1,1,141,9,0,0,0
"61177","2017-00086",2017,1,21,"1/21/17","12:39:00",3,"GA",13,0,0,0,0,10000,0,32.688,-82.641,32.754,-82.564,6.39,100,1,1,1,167,0,0,0,0
"61178","2017-00087",2017,1,21,"1/21/17","12:40:00",3,"GA",13,0,1,0,0,30000,0,32.896,-82.82,32.929,-82.799,2.59,300,1,1,1,303,0,0,0,0
"61179","2017-00088",2017,1,21,"1/21/17","12:45:00",3,"GA",13,0,1,0,0,50000,0,32.924,-82.779,32.938,-82.764,1.3,300,1,1,1,303,0,0,0,0
"61180","2017-00089",2017,1,21,"1/21/17","12:46:00",3,"GA",13,0,1,0,0,60000,0,32.95,-82.73,32.986,-82.592,8.38,300,1,1,1,303,0,0,0,0
"61181","2017-00090",2017,1,21,"1/21/17","13:09:00",3,"GA",13,0,0,0,0,0,0,32.8601,-82.2922,32.8787,-82.2891,1.3,250,1,1,1,33,0,0,0,0
"61182","2017-00091",2017,1,21,"1/21/17","13:11:00",3,"GA",13,0,0,0,0,50000,0,32.6596,-82.1848,32.7009,-82.1185,4.8,200,1,1,1,107,0,0,0,0
"61183","2017-00092",2017,1,21,"1/21/17","13:23:00",3,"GA",13,0,0,0,0,0,0,32.9581,-82.1649,32.9501,-82.1886,1.5,100,1,1,1,33,0,0,0,0
"61184","2017-00093",2017,1,21,"1/21/17","13:40:00",3,"GA",13,0,1,0,0,0,0,33.0648,-81.9642,33.0794,-81.9616,1,75,1,1,1,33,0,0,0,0
"61185","2017-00094",2017,1,21,"1/21/17","13:42:00",3,"GA",13,0,0,0,0,0,0,32.82,-81.76,32.83,-81.76,0.69,50,1,1,1,251,0,0,0,0
"61186","2017-00095",2017,1,21,"1/21/17","13:50:00",3,"GA",13,0,0,0,0,0,0,31.93,-82.09,31.92,-82.08,0.91,250,1,1,1,267,0,0,0,0
"61187","2017-00096",2017,1,21,"1/21/17","13:52:00",3,"GA",13,0,1,0,0,0,0,32.78,-81.61,32.8,-81.57,2.7,525,1,1,1,251,0,0,0,0
"61188","2017-00097",2017,1,21,"1/21/17","14:47:00",3,"SC",45,0,2,1,0,0,0,33.3089,-81.3711,33.3991,-81.1681,13.78,1600,1,1,1,11,9,0,0,0
"61189","2017-00098",2017,1,21,"1/21/17","15:09:00",3,"SC",45,0,1,0,0,0,0,33.3761,-81.0839,33.399,-80.9941,5.47,400,1,1,1,75,0,0,0,0
"61190","2017-00099",2017,1,21,"1/21/17","16:18:00",3,"TX",48,0,2,0,0,1e+06,0,32.5199,-94.2529,32.6096,-94.1995,6.93,230,1,1,1,203,0,0,0,0
"61191","2017-00100",2017,1,21,"1/21/17","16:19:00",3,"TX",48,0,1,0,0,250000,0,32.7724,-94.4179,32.784,-94.4163,0.81,100,1,1,1,315,0,0,0,0
"61192","2017-00101",2017,1,21,"1/21/17","16:50:00",3,"TX",48,0,2,1,0,9e+05,0,32.8087,-94.1962,32.9308,-94.0211,13.36,800,2,0,1,0,67,0,0,0
"61193","2017-00102",2017,1,21,"1/21/17","17:12:00",3,"LA",22,0,2,1,0,825000,0,32.8883,-93.6432,32.9693,-93.4819,10.79,990,1,1,1,15,119,0,0,0
"61194","2017-00103",2017,1,21,"1/21/17","17:55:00",3,"LA",22,0,1,0,0,10000,0,32.8875,-93.3193,32.9198,-93.2729,3.5,350,1,1,1,119,0,0,0,0
"61195","2017-00104",2017,1,21,"1/21/17","17:56:00",3,"LA",22,0,2,1,0,5e+05,0,31.6824,-93.0381,31.6847,-93.0035,2.04,300,1,1,1,69,0,0,0,0
"61196","2017-00105",2017,1,21,"1/21/17","19:00:00",3,"LA",22,0,1,1,0,250000,0,31.5566,-92.7473,31.5802,-92.7213,2.23,150,1,1,1,43,0,0,0,0
"61197","2017-00106",2017,1,21,"1/21/17","19:04:00",3,"AR",5,0,1,0,0,10000,0,33.1731,-92.807,33.211,-92.7859,2.89,75,1,1,1,139,0,0,0,0
"61198","2017-00107",2017,1,21,"1/21/17","19:38:00",3,"AR",5,0,0,0,0,25000,0,33.1908,-92.4782,33.1995,-92.4767,0.61,50,1,1,1,139,0,0,0,0
"61199","2017-00108",2017,1,21,"1/21/17","19:51:00",3,"LA",22,0,0,0,0,25000,0,31.6287,-92.4199,31.6329,-92.3995,1.24,150,1,1,1,43,0,0,0,0
"61200","2017-00109",2017,1,21,"1/21/17","20:29:00",3,"LA",22,0,0,0,0,90000,0,31.6792,-92.1562,31.6779,-92.154,0.16,100,1,1,1,59,0,0,0,0
"61201","2017-00110",2017,1,21,"1/21/17","20:45:00",3,"AR",5,0,0,0,0,3000,0,33.2393,-91.82,33.2468,-91.8127,0.67,50,1,1,1,3,0,0,0,0
"61202","2017-00111",2017,1,21,"1/21/17","20:48:00",3,"LA",22,0,0,0,0,10000,0,32.8663,-92.1666,32.8701,-92.157,0.62,50,1,1,1,111,0,0,0,0
"61203","2017-00112",2017,1,21,"1/21/17","21:04:00",3,"LA",22,0,1,0,0,145000,0,32.8212,-91.7873,32.8882,-91.657,8.87,300,1,1,1,67,0,0,0,0
"61204","2017-00113",2017,1,21,"1/21/17","22:44:00",3,"MS",28,0,2,1,0,175000,2e+05,32.4914,-88.602,32.5471,-88.496,7.28,550,1,1,1,75,0,0,0,0
"61205","2017-00114",2017,1,22,"1/22/17","1:56:00",3,"GA",13,0,2,3,0,270000,0,30.8997,-83.9821,31.0016,-83.6917,18.67,700,1,1,1,275,27,0,0,0
"61206","2017-00115",2017,1,22,"1/22/17","2:29:00",3,"GA",13,0,3,45,11,2500000,0,30.9998,-83.5841,31.1557,-83.2095,24.66,700,1,1,1,27,75,19,0,0
"61207","2017-00116",2017,1,22,"1/22/17","3:25:00",3,"GA",13,0,1,0,0,0,0,32.01,-81.67,32.01,-81.66,0.59,250,1,1,1,179,0,0,0,0
"61208","2017-00117",2017,1,22,"1/22/17","3:47:00",3,"GA",13,0,1,0,0,0,0,31.402,-83.0281,31.4287,-82.9857,3.11,1200,1,1,1,69,0,0,0,0
"61209","2017-00118",2017,1,22,"1/22/17","4:52:00",3,"GA",13,0,1,0,0,0,0,31.7404,-82.5428,31.7826,-82.3602,11.12,1900,1,1,1,1,0,0,0,0
"61210","2017-00119",2017,1,22,"1/22/17","6:00:00",3,"GA",13,0,1,0,0,250000,0,30.8897,-83.3891,30.9158,-83.3134,4.84,400,1,1,1,185,0,0,0,0
"61211","2017-00120",2017,1,22,"1/22/17","12:36:00",3,"AL",1,0,0,0,0,0,0,33.0439,-87.3412,33.0471,-87.3381,0.28,200,1,1,1,125,0,0,0,0
"61212","2017-00121",2017,1,22,"1/22/17","13:02:00",3,"AL",1,0,1,0,0,1e+05,0,31.3377,-85.2515,31.3706,-85.1662,5.52,100,1,1,1,67,0,0,0,0
"61213","2017-00122",2017,1,22,"1/22/17","13:06:00",3,"AL",1,0,1,0,0,0,0,32.1254,-85.957,32.1386,-85.9269,1.98,320,1,1,1,11,0,0,0,0
"61214","2017-00123",2017,1,22,"1/22/17","13:38:00",3,"GA",13,0,2,1,0,650000,0,31.5704,-84.8654,31.6805,-84.7076,12.03,400,1,1,1,61,37,243,0,0
"61215","2017-00124",2017,1,22,"1/22/17","13:46:00",3,"AL",1,0,0,0,0,0,0,32.5302,-85.5572,32.5797,-85.5004,4.76,200,1,1,1,81,0,0,0,0
"61216","2017-00125",2017,1,22,"1/22/17","13:50:00",3,"FL",12,0,1,0,0,0,0,29.8217,-84.9188,29.8449,-84.89,2.36,350,1,1,1,37,0,0,0,0
"61217","2017-00126",2017,1,22,"1/22/17","14:00:00",3,"AL",1,0,1,0,0,0,0,32.6262,-85.4207,32.6677,-85.4015,3.08,540,1,1,1,81,0,0,0,0
"61218","2017-00127",2017,1,22,"1/22/17","14:15:00",3,"GA",13,0,3,88,5,310300000,0,31.4373,-84.3447,31.9924,-83.3474,70.4,2200,1,1,1,95,321,287,315,0
"61219","2017-00128",2017,1,22,"1/22/17","14:52:00",3,"GA",13,0,1,0,0,20000,0,31.916,-83.808,31.998,-83.74,6.93,300,1,1,1,81,0,0,0,0
"61220","2017-00129",2017,1,22,"1/22/17","15:00:00",3,"GA",13,0,1,0,0,10000,0,31.804,-83.6168,31.8062,-83.6125,0.29,900,1,1,1,81,0,0,0,0
"61221","2017-00130",2017,1,22,"1/22/17","15:15:00",3,"GA",13,0,1,0,0,20000,0,32.422,-83.3588,32.4452,-83.332,2.24,100,1,1,1,23,0,0,0,0
"61222","2017-00131",2017,1,22,"1/22/17","15:22:00",3,"GA",13,0,0,0,0,10000,0,32.524,-83.317,32.53,-83.3105,0.56,50,1,1,1,23,0,0,0,0
"61223","2017-00132",2017,1,22,"1/22/17","15:47:00",3,"GA",13,0,1,0,0,0,0,31.402,-83.0281,31.4287,-82.9857,3.11,1200,1,1,1,3,0,0,0,0
"61224","2017-00133",2017,1,22,"1/22/17","17:26:00",3,"GA",13,0,1,0,0,0,0,30.9007,-81.8579,31.0439,-81.6321,16.64,120,1,1,1,39,0,0,0,0
"61225","2017-00134",2017,1,22,"1/22/17","17:29:00",3,"GA",13,0,1,0,0,0,0,30.9541,-81.8902,30.9697,-81.8692,1.65,120,1,1,1,39,0,0,0,0
"61226","2017-00135",2017,1,23,"1/23/17","0:25:00",3,"FL",12,0,1,0,0,0,0,26.7896,-80.3272,26.8034,-80.2774,3.22,90,1,1,1,99,0,0,0,0
"61227","2017-00136",2017,1,23,"1/23/17","0:40:00",3,"FL",12,0,1,0,0,1e+06,0,26.8596,-80.1432,26.8931,-80.057,5.79,130,1,1,1,99,0,0,0,0
"61228","2017-00137",2017,1,23,"1/23/17","2:45:00",3,"FL",12,0,1,0,0,0,0,25.8162,-80.3258,25.8334,-80.2853,2.79,123,1,1,1,86,0,0,0,0
"61229","2017-00138",2017,2,7,"2/7/17","9:16:00",3,"TN",47,0,0,0,0,15000,0,36.279,-87.5748,36.2797,-87.5659,0.5,50,1,1,1,83,0,0,0,0
"61230","2017-00139",2017,2,7,"2/7/17","10:20:00",3,"LA",22,0,2,3,0,0,0,30.3128,-90.5857,30.395,-90.2105,23.08,500,1,1,1,63,105,103,0,0
"61231","2017-00140",2017,2,7,"2/7/17","10:51:00",3,"LA",22,0,0,0,0,0,0,29.9611,-90.1782,29.9646,-90.1629,0.95,25,1,1,1,51,0,0,0,0
"61232","2017-00141",2017,2,7,"2/7/17","11:04:00",3,"LA",22,0,1,0,1,0,0,30.0975,-91.005,30.1014,-90.9027,6.13,75,1,1,1,5,93,0,0,0
"61233","2017-00142",2017,2,7,"2/7/17","11:12:00",3,"LA",22,0,3,33,0,0,0,30.0105,-90,30.0232,-89.8415,10.09,600,1,1,1,71,0,0,0,0
"61234","2017-00143",2017,2,7,"2/7/17","11:50:00",3,"LA",22,0,3,3,0,0,0,30.621,-90.903,30.6261,-90.7973,6.43,350,1,1,1,63,0,0,0,0
"61235","2017-00144",2017,2,7,"2/7/17","12:20:00",3,"LA",22,0,1,0,0,0,0,30.6331,-90.62,30.6325,-90.6157,0.26,50,1,1,1,63,0,0,0,0
"61236","2017-00145",2017,2,7,"2/7/17","13:42:00",3,"AL",1,0,0,0,0,0,0,32.2737,-86.053,32.2748,-86.05,0.2,85,1,1,1,101,0,0,0,0
"61237","2017-00146",2017,2,7,"2/7/17","15:23:00",3,"AL",1,0,0,1,0,1e+05,0,31.3141,-86.4634,31.3147,-86.4548,0.51,150,1,1,1,39,0,0,0,0
"61238","2017-00147",2017,2,7,"2/7/17","15:36:00",3,"GA",13,0,1,0,0,150000,0,32.6234,-84.9057,32.6468,-84.8773,2.31,250,1,1,1,145,0,0,0,0
