"","om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
"60138","2016-00023",2016,2,2,"2/2/16","17:27:00",3,"MS",28,0,1,0,0,170000,0,32.98,-88.57,33.0594,-88.507,6.59,150,1,1,1,103,0,0,0,0
"60139","2016-00024",2016,2,2,"2/2/16","17:36:00",3,"AL",1,0,1,0,0,0,0,33.5399,-87.9153,33.6239,-87.8815,6.12,500,1,1,1,57,0,0,0,0
"60140","2016-00025",2016,2,2,"2/2/16","18:39:00",3,"MS",28,0,1,0,0,22000,0,32.6071,-89.1547,32.6168,-89.1524,0.68,50,1,1,1,99,0,0,0,0
"60141","2016-00026",2016,2,2,"2/2/16","20:10:00",3,"AL",1,0,1,0,0,0,0,33.8779,-88.021,33.93,-87.9856,4.13,400,1,1,1,75,0,0,0,0
"60142","2016-00027",2016,2,2,"2/2/16","23:02:00",3,"AL",1,0,0,0,0,0,0,33.3956,-88.1635,33.4336,-88.107,4.18,1400,1,1,1,107,0,0,0,0
"60143","2016-00028",2016,2,3,"2/3/16","12:02:00",3,"NC",37,0,0,0,0,25000,0,35.7989,-80.3185,35.8031,-80.3009,1.03,50,1,1,1,57,0,0,0,0
"60144","2016-00029",2016,2,3,"2/3/16","12:14:00",3,"NC",37,0,1,0,0,1e+05,0,35.8451,-80.1522,35.8583,-80.1273,1.67,100,1,1,1,57,0,0,0,0
"60145","2016-00030",2016,2,3,"2/3/16","13:28:00",3,"SC",45,0,0,0,0,50000,0,33.9033,-81.0696,33.9114,-81.0625,0.69,75,1,1,1,63,0,0,0,0
"60146","2016-00031",2016,2,3,"2/3/16","16:00:00",3,"GA",13,0,0,0,0,5080000,0,31.8717,-81.6247,31.9248,-81.563,5.7,300,1,1,1,179,0,0,0,0
"60147","2016-00032",2016,2,15,"2/15/16","10:22:00",3,"LA",22,0,0,0,0,10000,0,30.9533,-91.9219,30.9562,-91.9176,0.32,20,1,1,1,9,0,0,0,0
"60148","2016-00033",2016,2,15,"2/15/16","11:00:00",3,"MS",28,0,0,0,0,3000,0,32.3762,-90.3166,32.3809,-90.3096,0.52,50,1,1,1,49,0,0,0,0
"60149","2016-00034",2016,2,15,"2/15/16","12:10:00",3,"MS",28,0,2,0,0,960000,0,31.696,-90.4023,31.8844,-89.9357,30.34,250,1,1,1,29,127,0,0,0
"60150","2016-00035",2016,2,15,"2/15/16","12:15:00",3,"MS",28,0,1,0,0,8e+05,0,32.8155,-89.6062,32.8278,-89.5773,1.88,300,1,1,1,79,0,0,0,0
"60151","2016-00036",2016,2,15,"2/15/16","12:45:00",3,"MS",28,0,1,0,0,45000,0,33.0346,-89.2791,33.0499,-89.2398,2.51,200,1,1,1,159,0,0,0,0
"60152","2016-00037",2016,2,15,"2/15/16","13:04:00",3,"LA",22,0,0,0,0,0,0,30.1606,-92.8538,30.1679,-92.844,0.78,10,1,1,1,53,0,0,0,0
"60153","2016-00038",2016,2,15,"2/15/16","13:15:00",3,"MS",28,0,1,2,0,0,0,31.0721,-90.1828,31.0912,-90.1014,5,250,1,1,1,147,0,0,0,0
"60154","2016-00039",2016,2,15,"2/15/16","13:24:00",3,"MS",28,0,0,0,0,15000,0,31.9468,-89.6273,31.9621,-89.5964,2.1,100,1,1,1,129,0,0,0,0
"60155","2016-00040",2016,2,15,"2/15/16","13:43:00",3,"MS",28,0,1,0,0,250000,0,31.9934,-89.4087,32.0158,-89.3706,2.72,250,1,1,1,129,0,0,0,0
"60156","2016-00041",2016,2,15,"2/15/16","13:52:00",3,"MS",28,0,1,0,0,608000,0,32.0506,-89.3413,32.1967,-89.1606,14.62,350,1,1,1,129,61,0,0,0
"60157","2016-00042",2016,2,15,"2/15/16","15:32:00",3,"FL",12,0,3,3,0,5750000,0,30.8707,-87.381,31.0401,-87.1863,16.45,300,2,0,1,0,0,0,0,0
"60158","2016-00043",2016,2,15,"2/15/16","16:00:00",3,"AL",1,0,0,0,0,0,0,32.2352,-86.0243,32.2636,-85.9989,2.46,75,1,1,1,101,0,0,0,0
"60159","2016-00044",2016,2,15,"2/15/16","16:33:00",3,"AL",1,0,2,0,0,750000,0,31.2724,-86.8483,31.2932,-86.8204,2.19,250,1,1,1,35,0,0,0,0
"60160","2016-00045",2016,2,15,"2/15/16","17:00:00",3,"AL",1,0,1,1,0,1e+05,0,31.4574,-86.6181,31.5136,-86.5786,4.53,50,1,1,1,39,0,0,0,0
"60161","2016-00046",2016,2,15,"2/15/16","18:20:00",3,"AL",1,0,1,0,0,0,0,31.6617,-85.8398,31.6855,-85.7599,4.98,400,1,1,1,109,0,0,0,0
"60162","2016-00047",2016,2,15,"2/15/16","18:57:00",3,"AL",1,0,1,0,0,0,0,32.4,-85.3476,32.4493,-85.2538,6.8,400,1,1,1,113,0,0,0,0
"60163","2016-00048",2016,2,15,"2/15/16","19:00:00",3,"AL",1,0,0,0,0,0,0,32.3952,-85.2546,32.4778,-85.1836,7.09,250,1,1,1,113,81,0,0,0
"60164","2016-00049",2016,2,16,"2/16/16","3:49:00",3,"FL",12,0,1,0,0,0,0,26.8173,-81.1064,26.8276,-81.0802,1.77,75,1,1,1,43,0,0,0,0
"60165","2016-00050",2016,2,16,"2/16/16","4:10:00",3,"FL",12,0,0,0,0,0,0,26.22,-81.18,26.24,-81.12,4,10,1,1,1,21,0,0,0,0
"60166","2016-00051",2016,2,16,"2/16/16","6:05:00",3,"FL",12,0,0,0,0,0,0,26.0747,-80.3628,26.0905,-80.256,6.72,50,1,1,1,11,0,0,0,0
"60167","2016-00052",2016,2,16,"2/16/16","6:10:00",3,"FL",12,0,1,0,0,160000,0,26.242,-80.1349,26.2663,-80.0859,3.47,50,1,1,1,11,0,0,0,0
"60168","2016-00053",2016,2,16,"2/16/16","6:34:00",3,"FL",12,0,0,0,0,0,0,26.11,-80.13,26.0958,-80.1044,1.87,50,1,1,1,11,0,0,0,0
"60169","2016-00054",2016,2,16,"2/16/16","6:51:00",3,"FL",12,0,1,0,0,0,0,25.9553,-80.2159,25.9519,-80.1551,3.78,150,1,1,1,86,0,0,0,0
"60170","2016-00055",2016,2,16,"2/16/16","7:51:00",3,"NC",37,0,1,0,0,1e+05,0,34.8206,-76.4499,34.8807,-76.4358,4.23,167,1,1,1,31,0,0,0,0
"60171","2016-00056",2016,2,23,"2/23/16","5:53:00",3,"TX",48,0,0,0,0,0,0,29.2382,-95.8865,29.2575,-95.8613,2.02,30,1,1,1,481,0,0,0,0
"60172","2016-00057",2016,2,23,"2/23/16","11:11:00",3,"LA",22,0,0,0,0,0,0,29.9757,-90.2727,29.9822,-90.2667,0.58,50,1,1,1,51,0,0,0,0
"60173","2016-00058",2016,2,23,"2/23/16","11:20:00",3,"LA",22,0,0,0,0,0,0,30.1324,-91.1811,30.1751,-91.1557,3.32,50,1,1,1,47,0,0,0,0
"60174","2016-00059",2016,2,23,"2/23/16","12:08:00",3,"LA",22,0,0,0,0,0,0,30.3176,-90.9804,30.3389,-90.9695,1.61,200,1,1,1,5,0,0,0,0
"60175","2016-00060",2016,2,23,"2/23/16","12:42:00",3,"LA",22,0,2,0,0,0,0,30.496,-90.7592,30.5462,-90.7156,4.33,625,1,1,1,63,0,0,0,0
"60176","2016-00061",2016,2,23,"2/23/16","13:14:00",3,"LA",22,0,0,0,0,0,0,30.6935,-90.5878,30.6963,-90.5839,0.3,50,1,1,1,91,0,0,0,0
"60177","2016-00062",2016,2,23,"2/23/16","14:37:00",3,"LA",22,0,1,0,0,40000,0,29.8177,-91.538,29.8455,-91.5082,2.62,50,1,1,1,101,0,0,0,0
"60178","2016-00063",2016,2,23,"2/23/16","15:10:00",3,"LA",22,0,0,0,0,0,0,30.1199,-91.1733,30.1348,-91.1723,1.03,200,1,1,1,47,0,0,0,0
"60179","2016-00064",2016,2,23,"2/23/16","15:21:00",3,"LA",22,0,3,0,0,0,0,29.9903,-91.0794,30.0408,-90.9632,7.78,350,1,1,1,7,0,0,0,0
"60180","2016-00065",2016,2,23,"2/23/16","15:31:00",3,"LA",22,0,2,75,2,0,0,30.0408,-90.9632,30.125,-90.7697,12.95,350,1,1,1,93,0,0,0,0
"60181","2016-00066",2016,2,23,"2/23/16","15:45:00",3,"MS",28,0,1,0,0,40000,0,31.3955,-90.5334,31.4018,-90.531,0.46,75,1,1,1,85,0,0,0,0
"60182","2016-00067",2016,2,23,"2/23/16","15:49:00",3,"MS",28,0,1,0,0,0,0,30.686,-89.7812,30.7604,-89.6463,9.52,150,1,1,1,109,0,0,0,0
"60183","2016-00068",2016,2,23,"2/23/16","15:50:00",3,"MS",28,0,1,0,0,25000,0,30.9619,-89.7115,31.0359,-89.7021,5.15,200,1,1,1,109,91,0,0,0
"60184","2016-00069",2016,2,23,"2/23/16","16:07:00",3,"MS",28,0,0,0,0,5000,0,31.0586,-89.6481,31.0586,-89.6481,0.1,25,1,1,1,73,0,0,0,0
"60185","2016-00070",2016,2,23,"2/23/16","16:15:00",3,"LA",22,0,1,0,0,0,0,30.2195,-90.4354,30.2266,-90.3833,3.15,250,1,1,1,95,0,0,0,0
"60186","2016-00071",2016,2,23,"2/23/16","16:15:00",3,"MS",28,0,2,0,1,105000,0,31.1157,-89.5159,31.1822,-89.4608,5.63,100,1,1,1,73,0,0,0,0
"60187","2016-00072",2016,2,23,"2/23/16","16:22:00",3,"AL",1,0,0,0,0,0,0,33.3941,-87.9672,33.4627,-87.98,4.8,150,1,1,1,107,0,0,0,0
"60188","2016-00073",2016,2,23,"2/23/16","16:29:00",3,"MS",28,0,1,0,0,10000,0,31.2265,-89.423,31.244,-89.4104,1.42,75,1,1,1,73,0,0,0,0
"60189","2016-00074",2016,2,23,"2/23/16","16:32:00",3,"LA",22,0,2,17,0,0,0,30.0732,-90.5067,30.0982,-90.4337,4.69,250,1,1,1,95,0,0,0,0
"60190","2016-00075",2016,2,23,"2/23/16","16:41:00",3,"LA",22,0,0,0,0,0,0,30.3779,-90.1613,30.3831,-90.1594,0.38,25,1,1,1,103,0,0,0,0
"60191","2016-00076",2016,2,23,"2/23/16","16:42:00",3,"MS",28,0,0,0,0,25000,0,32.8184,-90.2652,32.8283,-90.2492,1.15,100,1,1,1,163,0,0,0,0
"60192","2016-00077",2016,2,23,"2/23/16","16:46:00",3,"MS",28,0,0,0,0,13000,0,31.7717,-90.0531,31.7773,-90.0448,0.62,40,1,1,1,127,0,0,0,0
"60193","2016-00078",2016,2,23,"2/23/16","17:13:00",3,"LA",22,0,0,0,0,0,0,30.32,-89.9692,30.3264,-89.9451,1.5,75,1,1,1,103,0,0,0,0
"60194","2016-00079",2016,2,23,"2/23/16","17:25:00",3,"MS",28,0,1,0,0,1e+05,0,31.2627,-88.7064,31.2797,-88.6902,1.51,75,1,1,1,41,0,0,0,0
"60195","2016-00080",2016,2,23,"2/23/16","17:32:00",3,"MS",28,0,1,0,0,25000,0,31.3112,-88.6494,31.3116,-88.6491,0.03,75,1,1,1,41,0,0,0,0
"60196","2016-00081",2016,2,23,"2/23/16","17:45:00",3,"MS",28,0,1,0,0,2e+05,0,31.4313,-88.5348,31.4426,-88.5111,1.6,150,1,1,1,41,153,0,0,0
"60197","2016-00082",2016,2,23,"2/23/16","18:01:00",3,"AL",1,0,1,0,0,0,0,34.2265,-87.9189,34.258,-87.9267,2.22,300,1,1,1,93,0,0,0,0
"60198","2016-00083",2016,2,23,"2/23/16","18:01:00",3,"MS",28,0,0,0,0,15000,0,30.9574,-89.3334,30.9989,-89.2884,3.92,75,1,1,1,35,0,0,0,0
"60199","2016-00084",2016,2,23,"2/23/16","20:10:00",3,"FL",12,0,3,3,0,2.2e+07,0,30.4907,-87.2052,30.5171,-87.1655,2.99,300,1,1,1,33,0,0,0,0
"60200","2016-00085",2016,2,23,"2/23/16","20:17:00",3,"FL",12,0,1,0,0,75000,0,30.5333,-87.1318,30.5563,-87.0956,2.68,100,1,1,1,113,0,0,0,0
"60201","2016-00086",2016,2,23,"2/23/16","22:15:00",3,"AL",1,0,0,0,0,50000,0,31.195,-85.6067,31.2028,-85.5609,2.76,200,1,1,1,69,0,0,0,0
"60202","2016-00087",2016,2,23,"2/23/16","22:24:00",3,"AL",1,0,1,0,0,0,0,31.2479,-85.5317,31.2711,-85.4551,4.83,200,1,1,1,69,45,69,0,0
"60203","2016-00088",2016,2,23,"2/23/16","22:31:00",3,"AL",1,0,1,0,0,50000,0,31.2642,-85.4491,31.2735,-85.4238,1.63,350,1,1,1,69,0,0,0,0
"60204","2016-00089",2016,2,23,"2/23/16","22:34:00",3,"AL",1,0,1,0,0,75000,0,31.2651,-85.4106,31.3085,-85.3752,3.66,900,1,1,1,69,0,0,0,0
"60205","2016-00090",2016,2,23,"2/23/16","22:38:00",3,"AL",1,0,1,0,0,50000,0,31.3531,-85.3769,31.3644,-85.3639,1.09,300,1,1,1,67,0,0,0,0
"60206","2016-00091",2016,2,23,"2/23/16","22:54:00",3,"AL",1,0,0,0,0,0,0,31.436,-85.2071,31.4386,-85.2011,0.4,100,1,1,1,67,0,0,0,0
"60207","2016-00092",2016,2,23,"2/23/16","23:02:00",3,"AL",1,0,1,0,0,0,0,31.497,-85.157,31.5007,-85.1497,0.5,150,1,1,1,67,0,0,0,0
"60208","2016-00093",2016,2,23,"2/23/16","23:07:00",3,"GA",13,0,1,0,0,0,0,31.4151,-84.9804,31.4383,-84.9539,2.24,350,1,1,1,99,0,0,0,0
"60209","2016-00094",2016,2,23,"2/23/16","23:55:00",3,"GA",13,0,1,0,0,0,0,31.6405,-84.42,31.7026,-84.3734,5.09,200,1,1,1,273,0,0,0,0
"60210","2016-00095",2016,2,24,"2/24/16","0:26:00",3,"GA",13,0,1,0,0,50000,0,31.8496,-84.0279,31.8519,-84.0257,0.2,75,1,1,1,177,0,0,0,0
"60211","2016-00096",2016,2,24,"2/24/16","1:45:00",3,"GA",13,0,1,0,0,20000,0,30.8601,-84.3365,30.9679,-84.1607,12.81,400,1,1,1,131,0,0,0,0
"60212","2016-00097",2016,2,24,"2/24/16","4:04:00",3,"AL",1,0,0,0,0,0,0,33.1593,-86.6673,33.1675,-86.6507,1.11,80,1,1,1,117,0,0,0,0
"60213","2016-00098",2016,2,24,"2/24/16","11:27:00",3,"FL",12,0,1,0,0,0,0,27.54,-82.2,27.54,-82.06,8.58,50,1,1,1,81,0,0,0,0
"60214","2016-00099",2016,2,24,"2/24/16","11:45:00",3,"VA",51,0,1,0,0,205000,140000,36.5985,-80.5038,36.616,-80.491,1.4,800,1,1,1,141,0,0,0,0
"60215","2016-00100",2016,2,24,"2/24/16","11:45:00",3,"FL",12,0,0,0,0,0,0,27.65,-82.06,27.654,-82.0456,0.92,30,1,1,1,57,0,0,0,0
"60216","2016-00101",2016,2,24,"2/24/16","11:57:00",3,"NC",37,0,0,0,0,5000,0,34.998,-78.089,35.0056,-78.0864,0.54,150,1,1,1,61,0,0,0,0
"60217","2016-00102",2016,2,24,"2/24/16","12:10:00",3,"NC",37,0,0,0,0,50000,0,35.2169,-77.9213,35.2273,-77.9086,1.01,75,1,1,1,191,0,0,0,0
"60218","2016-00103",2016,2,24,"2/24/16","12:13:00",3,"NC",37,0,1,0,0,1e+05,0,35.16,-77.974,35.1621,-77.9726,0.17,100,1,1,1,61,0,0,0,0
"60219","2016-00104",2016,2,24,"2/24/16","12:15:00",3,"FL",12,0,0,0,0,50000,0,27.0071,-82.1425,27.01,-82.1409,0.22,50,1,1,1,15,0,0,0,0
"60220","2016-00105",2016,2,24,"2/24/16","12:22:00",3,"FL",12,0,1,1,0,1600000,0,26.9991,-82.0391,27.0313,-82.0136,2.72,100,1,1,1,15,0,0,0,0
"60221","2016-00106",2016,2,24,"2/24/16","13:31:00",3,"VA",51,0,1,8,3,2615000,0,36.9922,-77.1234,37.1094,-77.0583,8.86,300,1,1,1,183,181,0,0,0
"60222","2016-00107",2016,2,24,"2/24/16","13:54:00",3,"NC",37,0,0,0,0,25000,0,36.1953,-76.7638,36.2012,-76.7591,0.48,50,1,1,1,15,0,0,0,0
"60223","2016-00108",2016,2,24,"2/24/16","14:16:00",3,"SC",45,0,0,0,0,0,0,34.5585,-80.0328,34.6501,-79.9231,8.89,70,1,1,1,25,0,0,0,0
"60224","2016-00109",2016,2,24,"2/24/16","14:27:00",3,"VA",51,0,0,0,0,10000,0,37.2283,-78.8641,37.2318,-78.8576,0.43,125,1,1,1,31,0,0,0,0
"60225","2016-00110",2016,2,24,"2/24/16","14:28:00",3,"VA",51,0,3,7,1,11200000,0,37.2318,-78.8576,37.403,-78.648,16.89,400,1,1,1,11,0,0,0,0
"60226","2016-00111",2016,2,24,"2/24/16","15:00:00",3,"NC",37,0,1,0,0,1e+05,0,36.0594,-78.945,36.0629,-78.9386,0.43,30,1,1,1,63,0,0,0,0
"60227","2016-00112",2016,2,24,"2/24/16","15:10:00",3,"VA",51,0,0,0,0,325000,155000,37.7597,-78.2912,37.8074,-78.2372,4.42,350,1,1,1,65,0,0,0,0
"60228","2016-00113",2016,2,24,"2/24/16","15:32:00",3,"NC",37,0,2,0,0,6e+05,0,36.3496,-78.5443,36.395,-78.4727,5.07,125,1,1,1,77,181,0,0,0
"60229","2016-00114",2016,2,24,"2/24/16","15:48:00",3,"VA",51,0,1,0,0,260000,50000,36.6047,-78.2435,36.5518,-78.3049,5,150,1,1,1,117,0,0,0,0
"60230","2016-00115",2016,2,24,"2/24/16","17:34:00",3,"VA",51,0,3,25,0,9205000,833000,37.8001,-76.9989,38.1578,-76.6875,30.34,500,1,1,1,97,57,159,193,0
"60231","2016-00116",2016,2,24,"2/24/16","18:12:00",3,"MD",24,0,0,0,0,0,0,38.2259,-76.6354,38.2395,-76.625,6.55,75,1,1,1,37,0,0,0,0
"60232","2016-00117",2016,2,24,"2/24/16","18:20:00",3,"PA",42,0,1,0,0,25000,0,41.7153,-76.2871,41.7302,-76.2797,1.09,100,1,1,1,15,0,0,0,0
"60233","2016-00118",2016,2,24,"2/24/16","18:38:00",3,"PA",42,0,2,0,0,8e+06,0,40.01,-76.0297,40.0676,-75.9766,4.87,400,1,1,1,71,0,0,0,0
"60234","2016-00119",2016,2,24,"2/24/16","19:25:00",3,"VA",51,0,1,0,0,387000,0,37.7488,-76.6854,37.8111,-76.6072,6.06,150,1,1,1,119,103,0,0,0
"60235","2016-00120",2016,2,24,"2/24/16","19:35:00",3,"VA",51,0,1,0,0,275000,402000,37.6485,-76.6492,37.6865,-76.5938,4.01,150,1,1,1,119,0,0,0,0
"60236","2016-00121",2016,3,1,"3/1/16","17:43:00",3,"AL",1,0,2,4,0,0,0,33.326,-86.9965,33.3182,-86.9015,5.59,465,1,1,1,73,0,0,0,0
"60237","2016-00122",2016,3,1,"3/1/16","18:42:00",3,"AL",1,0,0,0,0,0,0,33.1181,-86.2246,33.1212,-86.1739,2.99,80,1,1,1,121,0,0,0,0
"60238","2016-00123",2016,3,1,"3/1/16","20:27:00",3,"AL",1,0,0,0,0,0,0,32.6832,-85.4056,32.6769,-85.3542,3.08,100,1,1,1,81,0,0,0,0
"60239","2016-00124",2016,3,3,"3/3/16","18:36:00",3,"AL",1,0,1,0,0,15000,0,31.0333,-86.7249,31.0337,-86.7226,0.14,25,1,1,1,53,0,0,0,0
"60240","2016-00125",2016,3,7,"3/7/16","18:08:00",3,"TX",48,0,1,0,0,1e+05,0,32.79,-97.98,32.82,-97.97,2.15,300,1,1,1,367,0,0,0,0
"60241","2016-00126",2016,3,8,"3/8/16","6:30:00",3,"TX",48,0,0,0,0,130000,0,32.0833,-98.3435,32.0859,-98.3396,0.29,100,1,1,1,143,0,0,0,0
"60242","2016-00127",2016,3,8,"3/8/16","6:55:00",3,"TX",48,0,1,0,0,5e+05,0,32.2055,-98.2172,32.2368,-98.2108,2.19,100,1,1,1,143,0,0,0,0
"60243","2016-00128",2016,3,8,"3/8/16","7:21:00",3,"TX",48,0,0,0,0,50000,0,32.4014,-97.8896,32.4018,-97.8833,0.37,160,1,1,1,221,0,0,0,0
"60244","2016-00129",2016,3,8,"3/8/16","7:36:00",3,"TX",48,0,0,0,0,4000,0,32.4571,-97.7586,32.4571,-97.7586,0.01,40,1,1,1,221,0,0,0,0
"60245","2016-00130",2016,3,8,"3/8/16","8:03:00",3,"TX",48,0,0,0,0,330000,0,32.6547,-97.4828,32.6542,-97.4504,1.89,70,1,1,1,439,0,0,0,0
"60246","2016-00131",2016,3,8,"3/8/16","8:17:00",3,"TX",48,0,0,0,0,60000,0,31.1672,-98.175,31.1697,-98.173,0.21,100,1,1,1,281,0,0,0,0
"60247","2016-00132",2016,3,8,"3/8/16","8:53:00",3,"TX",48,0,1,0,0,90000,0,33.0965,-96.8695,33.0985,-96.8687,0.15,40,1,1,1,121,0,0,0,0
"60248","2016-00133",2016,3,8,"3/8/16","9:17:00",3,"TX",48,0,0,0,0,0,0,30.7522,-97.8314,30.7737,-97.8284,1.5,50,1,1,1,491,0,0,0,0
"60249","2016-00134",2016,3,8,"3/8/16","12:23:00",3,"TX",48,0,1,0,0,70000,0,32.0112,-96.1692,32.0378,-96.1602,1.91,150,1,1,1,349,0,0,0,0
"60250","2016-00135",2016,3,8,"3/8/16","12:37:00",3,"TX",48,0,0,0,0,2e+05,0,32.1285,-96.0874,32.1687,-96.0101,5.3,80,1,1,1,213,0,0,0,0
"60251","2016-00136",2016,3,8,"3/8/16","19:10:00",3,"TX",48,0,1,0,0,0,0,30.93,-99.2,30.9425,-99.1774,1.7,185,1,1,1,319,307,0,0,0
"60252","2016-00137",2016,3,10,"3/10/16","16:04:00",3,"MS",28,0,0,0,0,20000,0,32.028,-89.5409,32.0368,-89.5228,1.22,80,1,1,1,129,0,0,0,0
"60253","2016-00138",2016,3,12,"3/12/16","21:22:00",3,"KY",21,0,0,0,0,30000,0,36.551,-88.3257,36.5544,-88.3219,0.32,50,1,1,1,35,0,0,0,0
"60254","2016-00139",2016,3,13,"3/13/16","15:56:00",3,"AR",5,0,1,0,0,150000,0,34.8529,-94.2451,34.9041,-94.1877,4.81,850,1,1,1,127,0,0,0,0
"60255","2016-00140",2016,3,13,"3/13/16","16:48:00",3,"AR",5,0,1,0,0,2e+05,0,34.567,-93.438,34.5913,-93.4339,1.7,180,1,1,1,97,0,0,0,0
"60256","2016-00141",2016,3,13,"3/13/16","18:15:00",3,"AR",5,0,0,0,0,10000,0,34.9355,-92.6487,34.9389,-92.6418,1.71,50,1,1,1,119,105,0,0,0
"60257","2016-00142",2016,3,13,"3/13/16","18:32:00",3,"AR",5,0,0,0,0,8000,0,34.145,-91.7451,34.1521,-91.7405,0.56,50,1,1,1,69,0,0,0,0
"60258","2016-00143",2016,3,13,"3/13/16","19:00:00",3,"AR",5,0,0,0,0,0,0,34.2329,-91.4714,34.245,-91.4543,1.29,50,1,1,1,1,0,0,0,0
"60259","2016-00144",2016,3,13,"3/13/16","19:32:00",3,"AR",5,0,0,0,0,8000,0,34.4136,-91.2137,34.4293,-91.204,1.22,50,1,1,1,1,0,0,0,0
"60260","2016-00145",2016,3,13,"3/13/16","19:54:00",3,"AR",5,0,0,0,0,25000,0,34.5391,-90.9558,34.5584,-90.911,2.88,100,1,1,1,107,0,0,0,0
"60261","2016-00146",2016,3,13,"3/13/16","20:16:00",3,"AR",5,0,0,0,0,35000,0,34.6178,-90.8282,34.6337,-90.7644,3.79,125,1,1,1,107,0,0,0,0
